,AS_1,MTV_1,FC_1,I_1,CR_1,PCT_1,AS_2,MTV_2,FC_2,I_2,CR_2,PCT_2,resultado
25_3,0.9921833333333333,6.0,2760.0,0.5989583333333334,3.2266666666666666,0,0.9921850000000001,5.166666666666667,3588.6666666666665,0.5885416666666666,3.0399999999999996,0,1
25_4,0.949215,4.833333333333333,5692.666666666667,0.5364583333333334,3.3199999999999967,0,0.98958,5.666666666666667,3050.6666666666665,0.6458333333333334,2.5999999999999965,0,1
26_1,1.0,5.5,1948.6666666666667,0.3958333333333333,2.8666666666666636,0,0.9713533333333334,5.333333333333333,1165.0,0.3958333333333333,2.10666666666666,0,1
26_2,0.992185,5.5,-3271.0,0.5625,1.0,0,0.9674450000000001,5.166666666666667,7304.333333333333,0.3854166666666667,2.586666666666663,0,0
26_3,0.9960916666666666,5.833333333333333,4405.0,0.6302083333333334,3.28,0,0.9882766666666667,5.333333333333333,1943.6666666666667,0.5572916666666666,2.986666666666667,0,0
26_4,0.9453083333333333,5.5,5468.0,0.4739583333333333,3.1466666666666665,0,0.9934866666666666,5.0,3275.3333333333335,0.7083333333333334,2.7733333333333263,0,0
27_1,0.9947916666666666,5.333333333333333,2261.0,0.3333333333333333,2.3999999999999932,0,0.9765616666666667,5.5,852.6666666666666,0.4583333333333333,2.57333333333333,0,0
27_2,0.9941375,5.0,2713.5,0.5,1.88,0,0.9531225000000001,5.5,6607.5,0.359375,2.4999999999999947,0,1
27_3,0.9986966666666667,5.666666666666667,4751.333333333333,0.5833333333333334,3.186666666666666,0,0.9856716666666667,5.5,1597.3333333333333,0.6041666666666666,3.08,0,0
27_4,0.9882766666666667,6.0,2332.6666666666665,0.6302083333333334,2.8533333333333335,0,0.9505183333333332,4.5,6410.666666666667,0.5520833333333334,3.0666666666666598,0,0
28_1,0.992185,6.0,-186.33333333333334,0.5260416666666666,2.013333333333333,0,0.9726533333333333,5.5,1184.0,0.53125,2.6399999999999966,0,1
28_2,0.9921875,5.75,3136.0,0.4375,2.479999999999995,0,0.92057,5.333333333333333,8692.333333333334,0.296875,2.65333333333333,0,0
28_3,0.9973933333333335,4.833333333333333,5783.666666666667,0.5833333333333334,3.106666666666666,0,0.9895800000000001,5.5,1266.0,0.53125,3.013333333333333,0,1
28_4,0.9934866666666666,5.666666666666667,3466.0,0.4791666666666667,2.919999999999997,0,0.9980450000000001,4.25,3185.0,0.7421875,3.11999999999999,0,0
